stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Price Per Carat,Depth %,Table %,Country,State,City,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Shade,Milky,Eye Clean,Treatment,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Comment,Key to symbols,fancy color,Fancy Color Intensity,Fancy Color Overtone,Certificate File,Diamond Video,Diamond Image,Heart Image,Arrow Image,Asset Image
KD0411,Available,PRINCESS,2.500,E,VVS2,,EX,EX,N,,7.41X7.29X5.05,IGI,512221657,37449.75,69.30,72.50,India,MH,Mumbai,10.50,41.00,54.00,37.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0411,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0411,,,
KD0412,Available,OVAL,2.710,D,VS1,,EX,EX,N,,11.04X7.88X4.91,IGI,512228692,36632,62.30,60.00,India,MH,Mumbai,12.50,32.40,45.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0412,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0412,,,
KD0413,Available,OVAL,2.720,D,VS2,,EX,EX,N,,10.81X7.88X5.08,IGI,512228693,33696.25,64.50,61.50,India,MH,Mumbai,13.00,33.70,46.50,41.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0413,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0413,,,
KD0415,Available,OVAL,2.500,D,VS1,,EX,EX,N,,10.47X7.63X4.87,IGI,514290924,36774.5,63.80,61.50,India,MH,Mumbai,13.00,34.00,45.50,41.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0415,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0415,,,
KD0418,Available,OVAL,2.710,D,VS1,,EX,EX,N,,10.75X7.74X4.99,IGI,510191313,36632,64.50,62.00,India,MH,Mumbai,14.50,37.00,44.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0418,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0418,,,
KD0419,Available,OVAL,2.500,D,VS1,,EX,EX,N,,10.38X7.60X4.89,IGI,512228694,36774.5,64.30,59.00,India,MH,Mumbai,15.50,37.50,43.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0419,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0419,,,
KD0420,Available,PRINCESS,2.330,D,VS1,,EX,EX,N,,7.32X7.19X4.99,IGI,510191314,36869.5,69.40,69.50,India,MH,Mumbai,10.00,40.20,56.00,38.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0420,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0420,,,
KD0422,Available,OVAL,2.050,D,VS1,,EX,EX,N,,10.39X7.20X4.43,IGI,512221658,37002.5,61.50,60.50,India,MH,Mumbai,12.50,31.80,45.50,41.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0422,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0422,,,
KD0423,Available,OVAL,2.010,D,VVS2,,EX,EX,N,,9.86X7.15X4.54,IGI,512222797,40952.1,63.50,59.50,India,MH,Mumbai,13.50,33.20,46.50,41.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0423,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0423,,,
KD0424,Available,OVAL,2.510,D,VVS2,,EX,EX,N,,10.69X7.64X4.80,IGI,510191315,40645.5,62.80,60.00,India,MH,Mumbai,13.50,34.30,44.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0424,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0424,,,
KD0425,Available,OVAL,2.140,D,VS2,,EX,EX,N,,10.14X7.23X4.53,IGI,512228696,34081.25,62.70,59.50,India,MH,Mumbai,15.50,37.40,42.50,39.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0425,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0425,,,
KD0426,Available,OVAL,2.000,D,VS2,,EX,EX,N,,9.87X7.07X4.45,IGI,510187057,34081.25,62.90,58.50,India,MH,Mumbai,14.00,34.50,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0426,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0426,,,
KD0427,Available,OVAL,2.050,D,VS1,,EX,EX,N,,10.12X7.22X4.54,IGI,510191316,37002.5,62.90,59.50,India,MH,Mumbai,12.50,32.30,46.00,41.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0427,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0427,,,
KD0428,Available,OVAL,2.550,E,VS1,,EX,EX,N,,10.41X7.66X4.93,IGI,512228697,34839,64.40,61.50,India,MH,Mumbai,14.00,36.60,45.00,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0428,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0428,,,
KD0429,Available,OVAL,2.010,D,VS1,,EX,EX,N,,9.64X7.07X4.55,IGI,514290923,37051.9,64.40,58.00,India,MH,Mumbai,16.00,37.50,44.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0429,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0429,,,
KD0434,Available,OVAL,2.560,D,VVS2,,EX,EX,N,,10.89X7.78X4.71,IGI,514253083,40645.5,60.50,60.00,India,MH,Mumbai,13.00,33.70,42.50,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0434,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0434,,,
KD0436,Available,OVAL,2.140,F,VS1,,EX,EX,N,,10.15X7.25X4.56,IGI,510191319,32988.5,62.90,59.00,India,MH,Mumbai,15.00,36.10,43.50,39.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0436,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0436,,,
KD0437,Available,OVAL,2.000,D,VVS1,,EX,EX,N,,9.97X7.04X4.43,IGI,514253082,45719.25,62.90,59.50,India,MH,Mumbai,15.00,36.90,43.00,40.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0437,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0437,,,
KD0438,Available,OVAL,2.530,D,VS2,,EX,EX,N,,10.41X7.64X4.91,IGI,510191320,33783.75,64.30,60.50,India,MH,Mumbai,14.50,36.70,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0438,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0438,,,
KD0439,Available,PRINCESS,2.210,D,VVS2,,EX,EX,N,,7.05X6.93X5.03,IGI,512222823,40750.5,72.60,70.00,India,MH,Mumbai,13.00,46.30,55.50,37.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0439,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0439,,,
KD0442,Available,RADIANT,2.500,D,VS1,,EX,EX,N,,9.26X6.75X4.55,IGI,514253171,36774.5,67.40,63.00,India,MH,Mumbai,15.00,42.50,48.00,35.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0442,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0442,,,
KD0444,Available,OVAL,2.190,E,VS1,,EX,VG,N,,10.42X7.43X4.58,IGI,514290922,35055,61.60,60.50,India,MH,Mumbai,11.00,29.00,46.50,41.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0444,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0444,,,
KD0446,Available,OVAL,2.010,D,VS1,,EX,EX,N,,9.78X7.06X4.54,IGI,512221665,37051.9,64.30,57.50,India,MH,Mumbai,14.50,34.30,45.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0446,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0446,,,
KD0447,Available,OVAL,2.500,D,VS2,,EX,EX,N,,10.52X7.73X4.82,IGI,514253169,33783.75,62.40,62.00,India,MH,Mumbai,12.50,33.20,44.50,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0447,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0447,,,
KD0448,Available,OVAL,2.540,D,VS1,,EX,EX,N,,10.82X7.71X4.75,IGI,512221666,36774.5,61.60,59.50,India,MH,Mumbai,13.50,33.90,43.50,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0448,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0448,,,
KD0450,Available,OVAL,1.810,D,VS2,,EX,EX,N,,9.73X6.96X4.30,IGI,512228698,23938.2,61.80,59.50,India,MH,Mumbai,12.00,30.60,45.00,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0450,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0450,,,
KD0453,Available,OVAL,2.000,D,VS1,,EX,EX,N,,9.89X7.06X4.43,IGI,510191321,37002.5,62.70,60.00,India,MH,Mumbai,15.00,36.60,43.50,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0453,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0453,,,
KD0454,Available,EMERALD,1.800,D,VVS2,,EX,VG,N,,8.41X5.71X3.63,IGI,512228699,29109,63.60,64.50,India,MH,Mumbai,12.00,13.90,47.50,35.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0454,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0454,,,
KD0455,Available,OVAL,2.150,D,VVS2,,EX,EX,N,,10.19X7.27X4.54,IGI,508155744,40897.5,62.40,59.00,India,MH,Mumbai,15.50,37.00,42.50,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0455,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0455,,,
KD0458,Available,PRINCESS,2.090,D,VS1,,EX,EX,N,,7.05X6.87X4.75,IGI,510191322,36869.5,69.10,69.50,India,MH,Mumbai,11.00,42.10,54.00,36.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0458,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0458,,,
KD0459,Available,OVAL,2.000,D,VVS2,,EX,EX,N,,9.88X7.05X4.51,IGI,508128896,40897.5,64.00,60.50,India,MH,Mumbai,14.00,34.80,45.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0459,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0459,,,
KD0460,Available,OVAL,2.020,D,VVS2,,EX,EX,N,,9.87X7.05X4.45,IGI,512221668,40897.5,63.10,60.00,India,MH,Mumbai,15.00,36.40,43.50,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0460,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0460,,,
KD0461,Available,OVAL,2.010,E,VS1,,EX,EX,N,,9.65X7.09X4.50,IGI,514253168,35101.8,63.50,59.50,India,MH,Mumbai,15.00,37.20,43.00,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0461,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0461,,,
KD0462,Available,OVAL,2.060,D,VS1,,EX,EX,N,,10.05X7.17X4.45,IGI,512221669,37002.5,62.10,58.50,India,MH,Mumbai,15.50,36.80,42.00,39.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0462,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0462,,,
KD0463,Available,OVAL,2.060,D,VVS2,,EX,EX,N,,10.04X7.14X4.46,IGI,508155745,40897.5,62.50,60.00,India,MH,Mumbai,14.50,36.20,43.00,40.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0463,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0463,,,
KD0465,Available,OVAL,2.000,D,VVS2,,EX,EX,N,,9.98X7.10X4.41,IGI,512221670,40897.5,62.10,62.50,India,MH,Mumbai,14.00,36.00,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0465,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0465,,,
KD0466,Available,OVAL,2.040,D,VVS2,,EX,EX,N,,10.18X7.16X4.52,IGI,508155746,40897.5,63.10,60.50,India,MH,Mumbai,12.50,32.00,47.00,42.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0466,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0466,,,
KD0467,Available,OVAL,2.060,E,VS1,,EX,EX,N,,10.02X7.14X4.50,IGI,510191323,35055,63.00,59.50,India,MH,Mumbai,14.00,34.90,44.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0467,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0467,,,
KD0468,Available,OVAL,1.900,D,VS2,,EX,EX,N,,9.50X7.03X4.40,IGI,514290921,23938.2,62.60,60.00,India,MH,Mumbai,15.50,38.30,43.00,39.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0468,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0468,,,
KD0469,Available,OVAL,2.180,D,VVS2,,EX,EX,N,,10.22X7.29X4.60,IGI,510187053,40897.5,63.10,60.00,India,MH,Mumbai,13.00,33.00,45.50,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0469,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0469,,,
KD0470,Available,OVAL,2.500,D,VS1,,EX,EX,N,,10.36X7.59X4.87,IGI,510191324,36774.5,64.20,57.50,India,MH,Mumbai,16.00,37.00,42.50,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0470,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0470,,,
KD0472,Available,OVAL,2.250,D,VS1,,EX,EX,N,,10.36X7.40X4.66,IGI,512221671,37002.5,63.00,60.00,India,MH,Mumbai,14.00,35.20,44.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0472,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0472,,,
KD0473,Available,EMERALD,2.700,E,VS1,,EX,EX,N,,9.29X6.61X4.31,IGI,508128886,34839,65.20,66.50,India,MH,Mumbai,11.50,17.40,48.50,38.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0473,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0473,,,
KD0474,Available,OVAL,1.800,D,VS1,,EX,EX,N,,9.56X6.84X4.30,IGI,512221672,26390.8,62.90,59.50,India,MH,Mumbai,15.00,37.20,43.50,39.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0474,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0474,,,
KD0477,Available,PEAR,2.030,D,VS1,,EX,EX,N,,11.03X7.03X4.51,IGI,510191326,36869.5,64.20,60.00,India,MH,Mumbai,13.50,33.30,46.50,41.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0477,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0477,,,
KD0478,Available,OVAL,2.500,D,VS1,,EX,EX,N,,10.32X7.59X4.89,IGI,512228700,36774.5,64.40,61.50,India,MH,Mumbai,14.50,37.20,44.50,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0478,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0478,,,
KD0479,Available,OVAL,2.000,D,VS2,,EX,EX,N,,9.69X7.09X4.58,IGI,508155748,34126.75,64.60,57.00,India,MH,Mumbai,15.50,35.70,45.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0479,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0479,,,
KD0480,Available,OVAL,2.040,D,VS1,,EX,EX,N,,10.08X7.16X4.52,IGI,508155749,37002.5,63.10,60.00,India,MH,Mumbai,12.50,31.90,47.00,41.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0480,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0480,,,
KD0481,Available,OVAL,1.810,D,VS1,,EX,EX,N,,9.52X6.80X4.28,IGI,514290919,26390.8,62.90,59.50,India,MH,Mumbai,15.50,37.30,43.00,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0481,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0481,,,
KD0482,Available,OVAL,2.030,D,VS2,,EX,EX,N,,10.01X7.19X4.50,IGI,510187052,34126.75,62.60,58.50,India,MH,Mumbai,13.50,32.90,44.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0482,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0482,,,
KD0483,Available,OVAL,2.100,D,VS1,,EX,EX,N,,10.19X7.21X4.50,IGI,508155750,37002.5,62.40,59.50,India,MH,Mumbai,13.50,34.20,44.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0483,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0483,,,
KD0488,Available,OVAL,2.170,D,VS1,,EX,EX,N,,10.23X7.30X4.52,IGI,512221673,37002.5,61.90,58.50,India,MH,Mumbai,15.00,36.20,42.00,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0488,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0488,,,
KD0489,Available,OVAL,2.300,D,VS2,,EX,VG,N,,10.34X7.39X4.64,IGI,510187051,34081.25,62.80,59.00,India,MH,Mumbai,15.50,37.30,43.00,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0489,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0489,,,
KD0490,Available,OVAL,1.870,D,VVS2,,EX,EX,N,,9.72X6.88X4.34,IGI,512221674,29032.5,63.10,59.50,India,MH,Mumbai,15.50,37.30,43.50,40.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0490,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0490,,,
KD0492,Available,OVAL,2.000,D,VS2,,EX,EX,N,,9.62X7.04X4.54,IGI,508155752,34126.75,64.50,60.50,India,MH,Mumbai,14.00,35.30,46.00,41.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0492,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0492,,,
KD0493,Available,ROUND,2.840,D,SI1,ID,EX,EX,N,,9.11X9.16X5.48,IGI,508155753,35806.75,60.00,59.00,India,MH,Mumbai,13.50,33.20,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0493,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0493,,,
KD0494,Available,ROUND,2.040,D,VS1,ID,EX,EX,N,,8.16X8.19X4.94,IGI,510191327,50973,60.40,58.50,India,MH,Mumbai,13.50,33.10,43.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0494,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0494,,,
KD0496,Available,OVAL,2.100,D,VVS2,,EX,EX,N,,10.10X7.21X4.55,IGI,510187050,40897.5,63.10,59.00,India,MH,Mumbai,13.00,32.80,45.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0496,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0496,,,
KD0498,Available,OVAL,1.600,D,VVS2,,EX,EX,N,,9.35X6.64X4.13,IGI,516238260,29259,62.20,58.50,India,MH,Mumbai,13.50,33.40,44.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0498,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0498,,,
KD0499,Available,OVAL,1.700,D,VS1,,EX,EX,N,,9.50X6.76X4.21,IGI,514290918,26390.8,62.30,58.50,India,MH,Mumbai,13.50,33.60,44.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0499,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0499,,,
KD0500,Available,OVAL,2.070,D,VS2,,EX,EX,N,,9.74X7.15X4.58,IGI,516238261,34126.75,64.10,57.50,India,MH,Mumbai,15.50,36.20,43.50,40.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0500,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0500,,,
KD0501,Available,OVAL,2.530,D,VS2,,EX,EX,N,,10.57X7.66X4.90,IGI,514290917,33783.75,64.00,60.00,India,MH,Mumbai,15.00,37.20,43.50,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0501,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0501,,,
KD0503,Available,ROUND,1.860,D,VVS2,ID,EX,EX,N,,7.98X8.02X4.76,IGI,516274879,41656.41,59.5,59.00,India,MH,Mumbai,13.50,32.90,43.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0503,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0503,,,
KD0504,Available,OVAL,1.910,D,VS1,,EX,EX,N,,9.93X7.05X4.41,IGI,514290815,26322.8,62.60,59.50,India,MH,Mumbai,13.00,32.00,46.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0504,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0504,,,
KD0505,Available,OVAL,2.000,E,VVS2,,EX,EX,N,,10.05X7.18X4.38,IGI,516238456,37976.25,61.00,59.50,India,MH,Mumbai,12.50,32.30,45.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0505,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0505,,,
KD0506,Available,EMERALD,1.890,D,VS1,,EX,EX,N,,8.52X5.78X3.80,IGI,516238457,26385.36,65.70,64.00,India,MH,Mumbai,13.50,24.40,47.50,38.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0506,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0506,,,
KD0509,Available,EMERALD,2.320,D,VS1,,EX,EX,N,,8.89X6.27X4.26,IGI,514290814,37059.5,67.90,65.50,India,MH,Mumbai,14.00,23.20,50.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0509,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0509,,,
KD0510,Available,RADIANT,2.020,E,VS2,,EX,EX,N,,8.76X6.22X4.26,IGI,516274882,32100.75,68.5,63.50,India,MH,Mumbai,12.50,41.90,53.50,33.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0510,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0510,,,
KD0512,Available,EMERALD,2.700,D,SI1,,EX,EX,N,,8.99X6.42X4.48,IGI,512222794,29226.05,69.80,66.00,India,MH,Mumbai,14.50,24.00,51.00,37.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0512,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0512,,,
KD0513,Available,OVAL,1.770,D,VS1,,EX,EX,N,,9.64X6.82X4.30,IGI,514290812,26390.8,63.00,60.50,India,MH,Mumbai,14.00,35.30,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0513,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0513,,,
KD0514,Available,OVAL,2.000,D,VS1,,EX,EX,N,,9.99X7.16X4.39,IGI,512228701,37002.5,61.30,61.00,India,MH,Mumbai,15.00,37.60,41.00,38.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0514,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0514,,,
KD0516,Available,OVAL,2.010,D,VVS2,,EX,EX,N,,9.65X7.05X4.57,IGI,514290811,40952.1,64.80,59.50,India,MH,Mumbai,15.00,36.20,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0516,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0516,,,
KD0517,Available,OVAL,1.820,D,SI1,,EX,EX,N,,9.99X6.85X4.32,IGI,512222793,21241,63.10,57.50,India,MH,Mumbai,16.00,36.30,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0517,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0517,,,
KD0519,Available,PRINCESS,2.000,D,VS1,,EX,EX,N,,6.85X6.67X4.93,IGI,512222829,36869.5,73.90,69.50,India,MH,Mumbai,13.50,47.80,56.00,38.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0519,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0519,,,
